item_id,trajectory_id,transient_correct,oracle_step,q_native_confirm,q_repair_confirm,repairable_but_never_correct,confirmed_repairable,t_last,temporal_confirmation_complete
263,0,False,8,0.125,0.125,False,False,,False
264,0,False,8,0.0,0.0,False,False,,False
265,0,False,8,0.125,0.625,True,True,8,False
266,0,False,8,0.125,0.125,False,False,,False
267,0,False,8,0.375,0.5,True,True,8,False
268,0,False,8,0.25,0.5,True,True,32,False
269,3,False,8,0.125,0.25,True,True,8,False
270,0,False,8,0.125,0.25,True,True,8,False
271,0,False,8,0.0,0.125,False,False,,False
272,0,False,8,0.0,0.0,False,False,,False
273,0,False,8,0.125,0.375,True,True,8,False
274,0,False,8,0.0,0.0,False,False,,False
275,1,False,8,0.0,0.0,False,False,,False
276,0,False,8,0.0,0.0,False,False,,False
277,0,False,8,0.75,1.0,True,True,8,False
278,0,False,8,0.125,0.0,False,False,,False
279,0,False,8,0.0,0.0,False,False,,False
280,0,False,8,0.125,0.0,False,False,,False
281,0,False,8,0.375,0.625,True,True,8,False
282,0,False,8,0.0,0.0,False,False,,False
283,0,True,8,0.875,1.0,False,True,48,False
284,0,False,8,0.0,0.0,False,False,,False
285,0,False,8,0.0,0.0,False,False,,False
286,0,False,8,0.0,0.0,False,False,,False
287,0,False,8,0.0,0.0,False,False,,False
288,0,False,8,0.0,0.0,False,False,,False
289,6,False,8,0.25,0.25,True,True,8,False
290,0,False,8,0.0,0.0,False,False,,False
291,0,False,8,0.0,0.0,False,False,,False
292,0,False,8,0.0,0.0,False,False,,False
293,0,False,8,0.0,0.0,False,False,,False
294,0,False,8,0.0,0.0,False,False,,False
295,0,False,8,0.0,0.0,False,False,,False
296,0,False,16,0.0,0.0,False,False,,False
297,0,False,8,0.0,0.0,False,False,,False
298,0,False,8,0.0,0.0,False,False,,False
299,0,False,8,0.0,0.0,False,False,,False
300,0,False,8,0.375,0.0,False,False,16,False
301,0,False,8,0.0,0.0,False,False,,False
302,1,False,8,0.75,0.875,True,True,16,False
303,0,False,8,0.0,0.0,False,False,,False
304,0,False,16,0.0,0.0,False,False,,False
305,0,False,8,0.0,0.0,False,False,,False
306,0,False,8,0.0,0.0,False,False,,False
307,0,False,8,0.0,0.0,False,False,,False
308,0,False,8,0.0,0.0,False,False,,False
309,0,False,8,0.125,0.0,False,False,,False
310,0,False,8,0.0,0.0,False,False,,False
311,0,False,8,0.0,0.0,False,False,,False
312,1,False,8,0.625,0.75,True,True,16,False
313,0,False,8,0.0,0.0,False,False,,False
314,0,False,8,0.0,0.0,False,False,,False
315,1,False,8,0.0,0.125,False,False,,False
316,0,False,24,0.5,0.125,False,False,,False
317,1,False,8,0.0,0.0,False,False,,False
318,0,False,8,0.0,0.0,False,False,,False
319,0,False,8,0.0,0.0,False,False,,False
320,0,False,8,0.0,0.0,False,False,,False
321,0,False,8,0.0,0.0,False,False,,False
322,0,True,24,0.125,0.25,False,True,24,False
323,0,False,8,0.5,0.25,True,True,8,False
324,0,False,8,0.0,0.0,False,False,,False
325,0,False,8,0.25,0.125,False,False,,False
326,0,False,8,0.0,0.0,False,False,,False
327,0,False,8,0.0,0.125,False,False,,False
328,0,False,8,0.0,0.0,False,False,,False
329,0,False,8,0.0,0.0,False,False,,False
330,0,False,8,0.0,0.0,False,False,,False
331,0,False,8,0.0,0.0,False,False,,False
332,0,False,8,0.25,0.0,False,False,,False
333,0,False,8,0.125,0.125,False,False,32,False
334,0,False,8,0.0,0.0,False,False,,False
335,0,False,8,0.0,0.0,False,False,,False
336,0,False,8,0.0,0.125,False,False,,False
337,0,False,8,0.625,0.75,True,True,16,False
338,0,False,8,0.0,0.0,False,False,,False
339,0,False,8,0.125,0.125,False,False,,False
340,0,False,8,0.0,0.0,False,False,,False
341,0,False,8,0.0,0.0,False,False,,False
342,0,False,8,0.0,0.5,True,True,8,False
343,0,False,8,0.0,0.0,False,False,,False
344,0,False,24,0.0,0.125,False,False,,False
345,0,False,16,0.125,0.625,True,True,16,False
346,0,False,8,0.0,0.0,False,False,,False
347,0,False,8,0.0,0.0,False,False,,False
348,0,False,8,0.0,0.0,False,False,,False
349,0,False,8,0.0,0.0,False,False,,False
350,2,False,16,0.375,0.5,True,True,16,False
351,0,False,8,0.0,0.0,False,False,,False
352,0,False,8,0.0,0.0,False,False,,False
353,0,False,8,0.0,0.125,False,False,,False
354,0,False,8,0.0,0.125,False,False,32,False
355,0,False,8,0.0,0.0,False,False,,False
356,0,False,8,0.0,0.0,False,False,,False
357,0,False,8,0.0,0.0,False,False,,False
358,0,False,8,0.125,0.0,False,False,,False
359,0,False,16,0.25,0.0,False,False,,False
360,0,False,8,0.0,0.0,False,False,,False
361,0,False,8,0.0,0.0,False,False,,False
362,0,False,8,0.0,0.0,False,False,,False
363,0,False,16,0.0,0.25,True,True,16,False
364,0,False,8,0.0,0.0,False,False,,False
365,0,False,8,0.0,0.0,False,False,,False
366,0,False,8,0.0,0.0,False,False,,False
367,0,False,8,0.0,0.5,True,True,8,False
368,1,False,8,0.0,0.25,True,True,8,False
369,0,False,8,0.0,0.0,False,False,,False
370,0,False,8,0.0,0.0,False,False,,False
371,0,False,8,0.0,0.0,False,False,,False
372,0,False,8,0.0,0.0,False,False,,False
373,0,False,8,0.0,0.0,False,False,,False
374,0,True,8,0.5,0.875,False,True,16,False
375,0,False,8,0.0,0.0,False,False,,False
376,0,False,8,0.0,0.0,False,False,,False
377,0,False,8,0.625,0.5,True,True,8,False
378,0,False,8,0.0,0.25,True,True,8,False
379,0,False,8,0.0,0.125,False,False,,False
380,0,False,24,0.25,0.125,False,False,,False
381,1,False,8,0.75,0.125,False,False,,False
382,0,False,8,0.0,0.0,False,False,,False
383,0,False,8,0.0,0.0,False,False,,False
384,2,False,16,0.0,0.625,True,True,16,False
385,0,False,8,0.0,0.0,False,False,,False
386,0,False,8,0.125,0.0,False,False,24,False
387,0,False,8,0.0,0.0,False,False,,False
388,0,False,8,0.0,0.0,False,False,,False
389,0,False,8,0.0,0.0,False,False,,False
390,0,False,8,0.0,0.0,False,False,,False
391,0,False,8,0.125,0.0,False,False,,False
392,0,False,8,0.0,0.0,False,False,,False
393,0,False,8,0.0,0.0,False,False,,False
394,0,False,8,0.0,0.0,False,False,,False
395,0,False,8,0.0,0.0,False,False,,False
396,0,False,8,0.25,0.125,False,False,16,False
397,1,False,8,0.125,0.0,False,False,,False
398,0,False,8,0.125,0.125,False,False,,False
399,1,False,8,0.0,1.0,True,True,8,False
400,0,False,8,0.0,0.0,False,False,,False
401,0,False,8,0.0,0.0,False,False,,False
402,0,False,8,0.0,0.0,False,False,,False
403,0,False,16,0.0,0.125,False,False,8,False
404,0,False,8,0.5,0.625,True,True,8,False
405,7,False,16,0.5,0.75,True,True,24,False
406,3,True,8,1.0,1.0,False,True,16,False
407,0,False,8,0.125,0.25,True,True,8,False
408,0,False,8,0.0,0.0,False,False,,False
409,0,False,8,0.0,0.0,False,False,,False
410,0,True,8,0.0,0.25,False,True,8,False
411,2,True,8,0.625,0.75,False,True,8,False
412,0,False,8,0.0,0.0,False,False,,False
413,0,False,8,0.125,0.25,True,True,8,False
414,0,False,16,0.125,0.25,True,True,16,False
415,0,False,24,0.375,0.5,True,True,24,False
416,0,False,8,0.0,0.0,False,False,,False
417,0,False,8,0.125,0.0,False,False,,False
418,0,False,8,0.0,0.0,False,False,,False
419,0,False,8,0.0,0.0,False,False,,False
420,0,False,8,0.0,0.0,False,False,,False
421,0,False,8,0.0,0.0,False,False,,False
422,0,False,8,0.0,0.0,False,False,,False
423,0,False,8,0.0,0.0,False,False,,False
424,0,False,8,0.0,0.0,False,False,,False
425,0,False,8,0.0,0.125,False,False,,False
426,0,False,8,0.0,0.0,False,False,,False
427,0,False,8,0.0,0.0,False,False,,False
428,0,False,8,0.125,0.0,False,False,16,False
429,0,False,8,0.0,0.0,False,False,,False
430,1,False,8,0.0,0.125,False,False,,False
431,0,False,8,0.0,0.0,False,False,,False
432,0,False,8,0.0,0.0,False,False,,False
433,1,False,8,0.5,0.0,False,False,,False
434,2,False,8,0.5,0.0,False,False,,False
435,0,False,8,0.0,0.0,False,False,,False
436,0,False,16,0.25,0.0,False,False,,False
437,1,False,16,0.0,0.125,False,False,,False
438,0,False,8,0.0,0.5,True,True,8,False
439,0,False,8,0.0,0.0,False,False,,False
440,0,False,8,0.0,0.0,False,False,,False
441,0,False,8,0.0,0.0,False,False,,False
442,0,False,8,0.0,0.0,False,False,,False
443,0,False,8,0.0,0.0,False,False,,False
444,0,False,8,0.25,0.125,False,False,,False
445,0,False,8,0.0,0.0,False,False,,False
446,0,False,16,0.125,0.0,False,False,,False
447,0,False,8,0.0,0.0,False,False,,False
448,0,False,8,0.0,0.0,False,False,,False
449,1,False,8,0.0,0.125,False,False,,False
450,0,False,8,0.0,0.0,False,False,,False
451,0,False,8,0.0,0.0,False,False,,False
452,1,False,8,0.0,0.0,False,False,,False
453,0,False,16,0.5,0.625,True,True,16,False
454,0,False,8,0.0,0.0,False,False,,False
455,2,False,8,0.75,0.75,True,True,8,False
456,0,False,8,0.0,0.0,False,False,,False
458,0,False,16,0.0,0.25,True,True,16,False
459,0,False,8,0.0,0.0,False,False,,False
460,0,False,8,0.0,0.0,False,False,,False
461,0,False,8,0.0,0.0,False,False,,False
462,0,False,8,0.0,0.0,False,False,,False
463,0,False,16,0.75,0.5,True,True,16,False
464,0,False,16,0.0,0.0,False,False,,False
465,0,False,8,0.0,0.0,False,False,,False
466,0,False,8,0.0,0.0,False,False,,False
467,0,False,8,0.0,0.0,False,False,,False
468,0,False,8,0.0,0.125,False,False,,False
469,0,False,8,0.0,0.0,False,False,,False
470,0,False,8,0.0,0.0,False,False,,False
471,0,False,16,0.5,0.5,True,True,16,False
472,0,False,8,0.0,0.0,False,False,,False
473,0,False,8,0.0,0.0,False,False,,False
474,2,False,8,0.0,0.0,False,False,,False
475,0,False,8,0.0,0.0,False,False,,False
476,0,False,16,0.125,0.0,False,False,8,False
477,0,True,16,1.0,0.625,False,True,32,False
478,0,False,8,0.0,0.0,False,False,,False
479,0,False,8,0.125,0.0,False,False,,False
480,0,False,8,0.0,0.0,False,False,,False
481,0,False,8,0.0,0.0,False,False,,False
482,0,False,8,0.0,0.0,False,False,,False
483,0,False,8,0.0,0.0,False,False,,False
484,0,False,8,0.0,0.0,False,False,,False
485,0,False,24,0.125,0.0,False,False,,False
486,0,False,8,0.625,0.75,True,True,16,False
487,3,True,8,0.0,0.125,False,False,,False
488,1,False,8,0.875,0.75,True,True,8,False
489,0,False,8,0.25,0.5,True,True,8,False
490,0,False,8,0.0,0.0,False,False,,False
491,0,False,8,0.0,0.0,False,False,,False
492,0,False,8,0.0,0.0,False,False,,False
493,0,False,8,0.0,0.125,False,False,,False
494,0,False,8,0.0,0.0,False,False,,False
495,0,False,8,0.0,0.0,False,False,,False
496,0,False,8,0.0,0.0,False,False,,False
497,0,False,8,0.0,0.0,False,False,,False
498,0,False,8,0.0,0.0,False,False,,False
499,0,False,8,0.0,0.0,False,False,,False
