item_id,trajectory_id,base_correct,selector,step_index,q_native_confirm,q_repair_confirm,delta_confirm
13,0,False,confidence_low,8,0.0,0.0,0.0
13,0,False,entropy_high,8,0.0,0.0,0.0
13,0,False,mask_ratio,8,0.0,0.0,0.0
13,0,False,oof_state_value,24,0.0,0.0,0.0
13,0,False,oracle_localization,8,0.0,0.0,0.0
13,1,True,random_checkpoint,56,1.0,1.0,0.0
13,1,True,earliest_eligible,8,1.0,0.875,-0.125
13,1,True,normalized_quarter,16,1.0,1.0,0.0
13,1,True,normalized_midpoint,32,1.0,1.0,0.0
13,1,True,normalized_three_quarter,48,1.0,1.0,0.0
13,1,True,confidence_low,8,1.0,0.875,-0.125
13,1,True,entropy_high,8,1.0,0.875,-0.125
13,1,True,mask_ratio,8,1.0,0.875,-0.125
13,1,True,oof_state_value,24,1.0,1.0,0.0
13,1,True,oracle_localization,8,1.0,0.875,-0.125
14,0,False,random_checkpoint,32,0.0,0.0,0.0
14,0,False,earliest_eligible,8,0.0,0.125,0.125
14,0,False,normalized_quarter,16,0.0,0.0,0.0
14,0,False,normalized_midpoint,32,0.0,0.0,0.0
14,0,False,normalized_three_quarter,48,0.0,0.0,0.0
14,0,False,confidence_low,8,0.0,0.125,0.125
14,0,False,entropy_high,8,0.0,0.125,0.125
14,0,False,mask_ratio,8,0.0,0.125,0.125
14,0,False,oof_state_value,56,0.0,0.0,0.0
14,0,False,oracle_localization,8,0.0,0.125,0.125
15,0,False,random_checkpoint,16,0.0,0.0,0.0
15,0,False,earliest_eligible,8,0.0,0.0,0.0
15,0,False,normalized_quarter,16,0.0,0.0,0.0
15,0,False,normalized_midpoint,32,0.0,0.0,0.0
15,0,False,normalized_three_quarter,48,0.0,0.0,0.0
15,0,False,confidence_low,8,0.0,0.0,0.0
15,0,False,entropy_high,8,0.0,0.0,0.0
15,0,False,mask_ratio,8,0.0,0.0,0.0
15,0,False,oof_state_value,8,0.0,0.0,0.0
15,0,False,oracle_localization,8,0.0,0.0,0.0
16,0,True,random_checkpoint,24,1.0,1.0,0.0
16,0,True,earliest_eligible,8,0.875,1.0,0.125
16,0,True,normalized_quarter,16,1.0,1.0,0.0
16,0,True,normalized_midpoint,32,1.0,1.0,0.0
16,0,True,normalized_three_quarter,48,1.0,1.0,0.0
16,0,True,confidence_low,8,0.875,1.0,0.125
16,0,True,entropy_high,8,0.875,1.0,0.125
16,0,True,mask_ratio,8,0.875,1.0,0.125
16,0,True,oof_state_value,40,1.0,1.0,0.0
16,0,True,oracle_localization,16,1.0,1.0,0.0
16,3,False,random_checkpoint,64,0.0,,
16,3,False,earliest_eligible,8,0.0,0.5,0.5
16,3,False,normalized_quarter,16,0.0,0.0,0.0
16,3,False,normalized_midpoint,32,0.0,0.0,0.0
16,3,False,normalized_three_quarter,48,0.0,0.0,0.0
16,3,False,confidence_low,8,0.0,0.5,0.5
16,3,False,entropy_high,8,0.0,0.5,0.5
16,3,False,mask_ratio,8,0.0,0.5,0.5
16,3,False,oof_state_value,24,0.0,0.0,0.0
16,3,False,oracle_localization,8,0.0,0.5,0.5
17,0,False,random_checkpoint,16,0.0,0.0,0.0
17,0,False,earliest_eligible,8,0.125,0.0,-0.125
17,0,False,normalized_quarter,16,0.0,0.0,0.0
17,0,False,normalized_midpoint,32,0.0,0.0,0.0
17,0,False,normalized_three_quarter,48,0.0,0.0,0.0
17,0,False,confidence_low,8,0.125,0.0,-0.125
17,0,False,entropy_high,8,0.125,0.0,-0.125
17,0,False,mask_ratio,8,0.125,0.0,-0.125
17,0,False,oof_state_value,56,0.0,0.0,0.0
17,0,False,oracle_localization,8,0.125,0.0,-0.125
17,1,True,random_checkpoint,8,0.25,0.125,-0.125
17,1,True,earliest_eligible,8,0.25,0.125,-0.125
17,1,True,normalized_quarter,16,0.0,0.125,0.125
17,1,True,normalized_midpoint,32,0.0,0.0,0.0
17,1,True,normalized_three_quarter,48,0.75,0.875,0.125
17,1,True,confidence_low,8,0.25,0.125,-0.125
17,1,True,entropy_high,8,0.25,0.125,-0.125
17,1,True,mask_ratio,8,0.25,0.125,-0.125
17,1,True,oof_state_value,48,0.75,0.875,0.125
17,1,True,oracle_localization,48,0.75,0.875,0.125
18,0,False,random_checkpoint,8,0.0,0.0,0.0
18,0,False,earliest_eligible,8,0.0,0.0,0.0
18,0,False,normalized_quarter,16,0.0,0.0,0.0
18,0,False,normalized_midpoint,32,0.0,0.0,0.0
18,0,False,normalized_three_quarter,48,0.0,0.0,0.0
18,0,False,confidence_low,16,0.0,0.0,0.0
18,0,False,entropy_high,8,0.0,0.0,0.0
18,0,False,mask_ratio,8,0.0,0.0,0.0
18,0,False,oof_state_value,56,0.0,0.0,0.0
18,0,False,oracle_localization,8,0.0,0.0,0.0
18,5,True,random_checkpoint,24,0.875,0.75,-0.125
18,5,True,earliest_eligible,8,0.25,0.0,-0.25
18,5,True,normalized_quarter,16,0.25,0.25,0.0
18,5,True,normalized_midpoint,32,1.0,1.0,0.0
18,5,True,normalized_three_quarter,48,1.0,1.0,0.0
18,5,True,confidence_low,8,0.25,0.0,-0.25
18,5,True,entropy_high,8,0.25,0.0,-0.25
18,5,True,mask_ratio,8,0.25,0.0,-0.25
18,5,True,oof_state_value,48,1.0,1.0,0.0
18,5,True,oracle_localization,24,0.875,0.75,-0.125
19,0,False,random_checkpoint,32,0.0,0.0,0.0
19,0,False,earliest_eligible,8,0.0,0.125,0.125
19,0,False,normalized_quarter,16,0.0,0.125,0.125
19,0,False,normalized_midpoint,32,0.0,0.0,0.0
19,0,False,normalized_three_quarter,48,0.0,0.0,0.0
19,0,False,confidence_low,8,0.0,0.125,0.125
19,0,False,entropy_high,8,0.0,0.125,0.125
19,0,False,mask_ratio,8,0.0,0.125,0.125
19,0,False,oof_state_value,56,0.0,0.0,0.0
19,0,False,oracle_localization,16,0.0,0.125,0.125
20,0,False,random_checkpoint,8,0.0,0.0,0.0
20,0,False,earliest_eligible,8,0.0,0.0,0.0
20,0,False,normalized_quarter,16,0.0,0.0,0.0
20,0,False,normalized_midpoint,32,0.0,0.0,0.0
20,0,False,normalized_three_quarter,48,0.0,0.0,0.0
20,0,False,confidence_low,8,0.0,0.0,0.0
20,0,False,entropy_high,8,0.0,0.0,0.0
20,0,False,mask_ratio,8,0.0,0.0,0.0
20,0,False,oof_state_value,48,0.0,0.0,0.0
20,0,False,oracle_localization,8,0.0,0.0,0.0
20,5,True,random_checkpoint,56,1.0,1.0,0.0
20,5,True,earliest_eligible,8,0.5,1.0,0.5
20,5,True,normalized_quarter,16,1.0,1.0,0.0
20,5,True,normalized_midpoint,32,1.0,1.0,0.0
20,5,True,normalized_three_quarter,48,1.0,1.0,0.0
20,5,True,confidence_low,8,0.5,1.0,0.5
20,5,True,entropy_high,8,0.5,1.0,0.5
20,5,True,mask_ratio,8,0.5,1.0,0.5
20,5,True,oof_state_value,56,1.0,1.0,0.0
20,5,True,oracle_localization,8,0.5,1.0,0.5
21,0,False,random_checkpoint,64,0.0,,
21,0,False,earliest_eligible,8,0.0,0.0,0.0
21,0,False,normalized_quarter,16,0.0,0.0,0.0
21,0,False,normalized_midpoint,32,0.0,0.0,0.0
21,0,False,normalized_three_quarter,48,0.0,0.0,0.0
21,0,False,confidence_low,8,0.0,0.0,0.0
21,0,False,entropy_high,8,0.0,0.0,0.0
21,0,False,mask_ratio,8,0.0,0.0,0.0
21,0,False,oof_state_value,24,0.0,0.0,0.0
21,0,False,oracle_localization,8,0.0,0.0,0.0
22,0,False,random_checkpoint,40,0.0,0.0,0.0
22,0,False,earliest_eligible,8,0.0,0.0,0.0
22,0,False,normalized_quarter,16,0.0,0.0,0.0
22,0,False,normalized_midpoint,32,0.0,0.0,0.0
22,0,False,normalized_three_quarter,48,0.0,0.0,0.0
22,0,False,confidence_low,8,0.0,0.0,0.0
22,0,False,entropy_high,8,0.0,0.0,0.0
22,0,False,mask_ratio,8,0.0,0.0,0.0
22,0,False,oof_state_value,48,0.0,0.0,0.0
22,0,False,oracle_localization,8,0.0,0.0,0.0
23,0,False,random_checkpoint,64,0.0,,
23,0,False,earliest_eligible,8,0.0,0.0,0.0
23,0,False,normalized_quarter,16,0.0,0.0,0.0
23,0,False,normalized_midpoint,32,0.0,0.0,0.0
23,0,False,normalized_three_quarter,48,0.0,0.0,0.0
23,0,False,confidence_low,40,0.0,0.0,0.0
23,0,False,entropy_high,8,0.0,0.0,0.0
23,0,False,mask_ratio,8,0.0,0.0,0.0
23,0,False,oof_state_value,48,0.0,0.0,0.0
23,0,False,oracle_localization,8,0.0,0.0,0.0
24,0,False,random_checkpoint,64,0.0,,
24,0,False,earliest_eligible,8,0.0,0.0,0.0
24,0,False,normalized_quarter,16,0.0,0.0,0.0
24,0,False,normalized_midpoint,32,0.0,0.0,0.0
24,0,False,normalized_three_quarter,48,0.0,0.0,0.0
24,0,False,confidence_low,8,0.0,0.0,0.0
24,0,False,entropy_high,8,0.0,0.0,0.0
24,0,False,mask_ratio,8,0.0,0.0,0.0
24,0,False,oof_state_value,56,0.0,0.0,0.0
24,0,False,oracle_localization,8,0.0,0.0,0.0
24,2,True,random_checkpoint,56,1.0,1.0,0.0
24,2,True,earliest_eligible,8,0.25,0.0,-0.25
24,2,True,normalized_quarter,16,0.125,0.125,0.0
24,2,True,normalized_midpoint,32,0.875,1.0,0.125
24,2,True,normalized_three_quarter,48,1.0,1.0,0.0
24,2,True,confidence_low,8,0.25,0.0,-0.25
24,2,True,entropy_high,8,0.25,0.0,-0.25
24,2,True,mask_ratio,8,0.25,0.0,-0.25
24,2,True,oof_state_value,48,1.0,1.0,0.0
24,2,True,oracle_localization,32,0.875,1.0,0.125
25,0,False,random_checkpoint,64,0.0,,
25,0,False,earliest_eligible,8,0.0,0.0,0.0
25,0,False,normalized_quarter,16,0.0,0.0,0.0
25,0,False,normalized_midpoint,32,0.0,0.0,0.0
25,0,False,normalized_three_quarter,48,0.0,0.0,0.0
25,0,False,confidence_low,8,0.0,0.0,0.0
25,0,False,entropy_high,8,0.0,0.0,0.0
25,0,False,mask_ratio,8,0.0,0.0,0.0
25,0,False,oof_state_value,40,0.0,0.0,0.0
25,0,False,oracle_localization,8,0.0,0.0,0.0
26,0,False,random_checkpoint,40,0.0,0.0,0.0
26,0,False,earliest_eligible,8,0.0,0.0,0.0
26,0,False,normalized_quarter,16,0.0,0.0,0.0
26,0,False,normalized_midpoint,32,0.0,0.0,0.0
26,0,False,normalized_three_quarter,48,0.0,0.0,0.0
26,0,False,confidence_low,8,0.0,0.0,0.0
26,0,False,entropy_high,8,0.0,0.0,0.0
26,0,False,mask_ratio,8,0.0,0.0,0.0
26,0,False,oof_state_value,48,0.0,0.0,0.0
26,0,False,oracle_localization,8,0.0,0.0,0.0
27,0,False,random_checkpoint,32,0.0,0.0,0.0
27,0,False,earliest_eligible,8,0.0,0.0,0.0
27,0,False,normalized_quarter,16,0.0,0.0,0.0
27,0,False,normalized_midpoint,32,0.0,0.0,0.0
27,0,False,normalized_three_quarter,48,0.0,0.0,0.0
27,0,False,confidence_low,8,0.0,0.0,0.0
27,0,False,entropy_high,8,0.0,0.0,0.0
27,0,False,mask_ratio,8,0.0,0.0,0.0
27,0,False,oof_state_value,40,0.0,0.0,0.0
27,0,False,oracle_localization,8,0.0,0.0,0.0
28,0,False,random_checkpoint,8,0.25,0.5,0.25
28,0,False,earliest_eligible,8,0.25,0.5,0.25
28,0,False,normalized_quarter,16,0.0,0.0,0.0
28,0,False,normalized_midpoint,32,0.0,1.0,1.0
28,0,False,normalized_three_quarter,48,0.0,0.0,0.0
28,0,False,confidence_low,8,0.25,0.5,0.25
28,0,False,entropy_high,8,0.25,0.5,0.25
28,0,False,mask_ratio,8,0.25,0.5,0.25
28,0,False,oof_state_value,24,0.0,0.0,0.0
28,0,False,oracle_localization,32,0.0,1.0,1.0
29,0,False,random_checkpoint,40,0.0,0.0,0.0
29,0,False,earliest_eligible,8,0.0,0.0,0.0
29,0,False,normalized_quarter,16,0.0,0.0,0.0
29,0,False,normalized_midpoint,32,0.0,0.0,0.0
29,0,False,normalized_three_quarter,48,0.0,0.0,0.0
29,0,False,confidence_low,8,0.0,0.0,0.0
29,0,False,entropy_high,8,0.0,0.0,0.0
29,0,False,mask_ratio,8,0.0,0.0,0.0
29,0,False,oof_state_value,56,0.0,0.0,0.0
29,0,False,oracle_localization,8,0.0,0.0,0.0
29,2,True,random_checkpoint,40,1.0,1.0,0.0
29,2,True,earliest_eligible,8,0.25,0.5,0.25
29,2,True,normalized_quarter,16,0.75,1.0,0.25
29,2,True,normalized_midpoint,32,1.0,1.0,0.0
29,2,True,normalized_three_quarter,48,1.0,1.0,0.0
29,2,True,confidence_low,8,0.25,0.5,0.25
29,2,True,entropy_high,8,0.25,0.5,0.25
29,2,True,mask_ratio,8,0.25,0.5,0.25
29,2,True,oof_state_value,48,1.0,1.0,0.0
29,2,True,oracle_localization,8,0.25,0.5,0.25
30,0,False,random_checkpoint,40,0.0,0.0,0.0
30,0,False,earliest_eligible,8,0.0,0.0,0.0
30,0,False,normalized_quarter,16,0.0,0.0,0.0
30,0,False,normalized_midpoint,32,0.0,0.0,0.0
30,0,False,normalized_three_quarter,48,0.0,0.0,0.0
30,0,False,confidence_low,8,0.0,0.0,0.0
30,0,False,entropy_high,8,0.0,0.0,0.0
30,0,False,mask_ratio,8,0.0,0.0,0.0
30,0,False,oof_state_value,48,0.0,0.0,0.0
30,0,False,oracle_localization,8,0.0,0.0,0.0
31,0,False,random_checkpoint,64,0.0,,
31,0,False,earliest_eligible,8,0.0,0.0,0.0
31,0,False,normalized_quarter,16,0.0,0.0,0.0
31,0,False,normalized_midpoint,32,0.0,0.0,0.0
31,0,False,normalized_three_quarter,48,0.0,0.0,0.0
31,0,False,confidence_low,8,0.0,0.0,0.0
31,0,False,entropy_high,8,0.0,0.0,0.0
31,0,False,mask_ratio,8,0.0,0.0,0.0
31,0,False,oof_state_value,24,0.0,0.0,0.0
31,0,False,oracle_localization,8,0.0,0.0,0.0
32,0,True,random_checkpoint,24,1.0,1.0,0.0
32,0,True,earliest_eligible,8,0.375,0.125,-0.25
32,0,True,normalized_quarter,16,0.5,1.0,0.5
32,0,True,normalized_midpoint,32,1.0,1.0,0.0
32,0,True,normalized_three_quarter,48,1.0,1.0,0.0
32,0,True,confidence_low,8,0.375,0.125,-0.25
32,0,True,entropy_high,8,0.375,0.125,-0.25
32,0,True,mask_ratio,8,0.375,0.125,-0.25
32,0,True,oof_state_value,32,1.0,1.0,0.0
32,0,True,oracle_localization,24,1.0,1.0,0.0
32,1,False,random_checkpoint,16,0.0,0.0,0.0
32,1,False,earliest_eligible,8,0.0,0.0,0.0
32,1,False,normalized_quarter,16,0.0,0.0,0.0
32,1,False,normalized_midpoint,32,0.0,0.0,0.0
32,1,False,normalized_three_quarter,48,0.0,0.0,0.0
32,1,False,confidence_low,8,0.0,0.0,0.0
32,1,False,entropy_high,8,0.0,0.0,0.0
32,1,False,mask_ratio,8,0.0,0.0,0.0
32,1,False,oof_state_value,48,0.0,0.0,0.0
32,1,False,oracle_localization,8,0.0,0.0,0.0
33,0,False,random_checkpoint,16,0.0,0.0,0.0
33,0,False,earliest_eligible,8,0.0,0.0,0.0
33,0,False,normalized_quarter,16,0.0,0.0,0.0
33,0,False,normalized_midpoint,32,0.0,0.0,0.0
33,0,False,normalized_three_quarter,48,0.0,0.0,0.0
33,0,False,confidence_low,16,0.0,0.0,0.0
33,0,False,entropy_high,8,0.0,0.0,0.0
33,0,False,mask_ratio,8,0.0,0.0,0.0
33,0,False,oof_state_value,16,0.0,0.0,0.0
33,0,False,oracle_localization,8,0.0,0.0,0.0
34,0,False,random_checkpoint,40,0.0,0.0,0.0
34,0,False,earliest_eligible,8,0.0,0.0,0.0
34,0,False,normalized_quarter,16,0.0,0.0,0.0
34,0,False,normalized_midpoint,32,0.0,0.0,0.0
34,0,False,normalized_three_quarter,48,0.0,0.0,0.0
34,0,False,confidence_low,8,0.0,0.0,0.0
34,0,False,entropy_high,8,0.0,0.0,0.0
34,0,False,mask_ratio,8,0.0,0.0,0.0
34,0,False,oof_state_value,48,0.0,0.0,0.0
34,0,False,oracle_localization,8,0.0,0.0,0.0
35,0,False,random_checkpoint,48,0.0,0.0,0.0
35,0,False,earliest_eligible,8,0.0,0.0,0.0
35,0,False,normalized_quarter,16,0.0,0.125,0.125
